,region,date,AVG_temp(°C),day_precipitation(mm),AVG_wind(m/s),AVG_relative_hum(%)
2030,258,07-25,8,2,1,2
2031,258,07-26,8,2,1,2
2032,258,07-27,8,2,1,2
2033,258,07-28,8,1,1,2
2034,258,07-29,8,1,1,2
2035,258,07-30,8,1,1,2
2036,258,07-31,8,2,1,2
2037,258,08-01,8,1,1,2
2038,258,08-02,8,2,1,2
2039,258,08-03,8,2,1,2
2040,258,08-04,8,1,1,2
2041,258,08-05,8,1,1,2
2042,258,08-06,8,2,1,2
2043,258,08-07,8,2,1,2
2044,258,08-08,8,2,1,2
2045,258,08-09,8,2,1,2
2046,258,08-10,8,2,1,2
2047,258,08-11,8,2,1,2
2048,258,08-12,8,2,1,2
2049,258,08-13,8,2,1,2
2050,258,08-14,8,2,1,2
2051,258,08-15,8,2,1,2
2052,258,08-16,8,2,1,2
2053,258,08-17,8,2,1,2
2054,258,08-18,8,2,1,2
2055,258,08-19,8,2,1,2
2056,258,08-20,8,2,1,2
2057,258,08-21,8,2,1,2
2058,258,08-22,8,2,1,2
2059,258,08-23,8,2,1,2
2060,258,08-24,8,2,1,2
2061,258,08-25,7,2,1,2
2062,258,08-26,7,2,1,2
2063,258,08-27,7,2,1,2
2064,258,08-28,7,2,1,2
2065,258,08-29,7,2,1,2
2066,258,08-30,7,2,1,2
2067,258,08-31,7,2,1,2
2068,258,09-01,7,1,1,2
2069,258,09-02,7,2,1,2
2070,258,09-03,7,2,1,2
2071,258,09-04,7,2,1,2
2072,258,09-05,7,2,1,2
2073,258,09-06,7,2,1,2
2074,258,09-07,7,1,1,2
2075,258,09-08,7,2,1,2
2076,258,09-09,7,1,1,2
2077,258,09-10,6,2,1,2
2078,258,09-11,6,2,1,2
2079,258,09-12,6,2,1,2
2080,258,09-13,6,1,1,2
2081,258,09-14,7,1,1,2
2082,258,09-15,6,2,1,2
2083,258,09-16,6,2,1,2
2084,258,09-17,6,2,1,2
2085,258,09-18,6,2,1,2
2086,258,09-19,6,2,1,2
2087,258,09-20,6,2,1,2
2088,258,09-21,6,2,1,2
2089,258,09-22,5,2,1,2
2090,258,09-23,5,1,1,2
2091,258,09-24,5,2,1,2
2092,258,09-25,5,2,1,2
2093,258,09-26,5,1,1,2
2094,258,09-27,6,1,1,2
2095,258,09-28,6,2,1,2
2096,258,09-29,5,2,1,2
2097,258,09-30,5,2,1,2
2098,258,10-01,2,1,2,1
2099,258,10-02,3,2,1,2
2100,258,10-03,3,2,2,2
2101,258,10-04,4,1,2,2
2102,258,10-05,5,2,2,2
2103,258,10-06,6,2,1,2
2104,258,10-07,7,2,1,2
2105,258,10-08,7,2,1,2
2106,258,10-09,6,2,1,2
2107,258,10-10,5,1,1,2
2108,258,10-11,4,1,2,1
2109,258,10-12,3,1,2,1
2110,258,10-13,5,2,2,2
2111,258,10-14,5,2,1,2
2112,258,10-15,4,2,1,2
2113,258,10-16,5,1,2,2
2114,258,10-17,5,1,1,1
2115,258,10-18,4,2,1,2
2116,258,10-19,5,1,1,2
2117,258,10-20,5,1,1,2
2118,258,10-21,5,2,1,2
2119,258,10-22,4,2,1,2
2120,258,10-23,4,1,1,2
2121,258,10-24,5,1,2,2
2122,258,10-25,4,1,2,2
2123,258,10-26,4,1,2,1
2124,258,10-27,4,1,1,1
2125,258,10-28,4,1,1,1
2126,258,10-29,4,2,2,1
2127,258,10-30,4,1,1,1
2128,258,10-31,4,1,2,1
2129,258,11-01,1,1,2,1
2130,258,11-02,3,2,1,2
2131,258,11-03,3,1,2,1
2132,258,11-04,4,2,2,1
2133,258,11-05,5,2,1,2
2134,258,11-06,6,2,1,2
2135,258,11-07,6,2,1,2
2136,258,11-08,7,2,1,2
2137,258,11-09,5,2,1,2
2138,258,11-10,4,1,1,2
2139,258,11-11,4,2,1,2
2140,258,11-12,2,2,2,1
2141,258,11-13,4,2,2,1
2142,258,11-14,3,2,2,1
2143,258,11-15,3,1,2,1
2144,258,11-16,3,1,2,1
2145,258,11-17,3,1,2,1
2146,258,11-18,3,2,2,1
2147,258,11-19,3,1,2,1
2148,258,11-20,3,1,2,1
2149,258,11-21,3,1,2,1
2150,258,11-22,3,2,2,1
2151,258,11-23,3,2,2,1
2152,258,11-24,3,2,2,1
2153,258,11-25,3,2,2,1
2154,258,11-26,3,1,2,1
2155,258,11-27,3,1,2,1
2156,258,11-28,3,2,2,1
2157,258,11-29,3,2,2,1
2158,258,11-30,3,2,2,1
2159,258,12-01,1,1,2,1
2160,258,12-02,2,1,2,1
2161,258,12-03,3,2,2,1
2162,258,12-04,4,2,2,1
2163,258,12-05,4,1,2,1
2164,258,12-06,5,1,1,2
2165,258,12-07,6,2,1,2
2166,258,12-08,6,2,1,2
2167,258,12-09,5,2,1,2
2168,258,12-10,4,1,2,1
2169,258,12-11,3,1,2,1
2170,258,12-12,1,1,2,1
2171,258,12-13,2,1,2,1
2172,258,12-14,2,2,2,1
2173,258,12-15,2,1,2,1
2174,258,12-16,1,1,2,1
2175,258,12-17,2,1,2,1
2176,258,12-18,2,1,2,1
2177,258,12-19,2,1,2,1
2178,258,12-20,2,1,2,1
2179,258,12-21,2,2,2,1
2180,258,12-22,2,1,2,1
2181,258,12-23,2,1,2,1
2182,258,12-24,1,1,2,1
2183,258,12-25,1,1,2,1
2184,258,12-26,1,1,2,1
2185,258,12-27,1,2,2,1
2186,258,12-28,1,1,2,1
2187,258,12-29,2,1,2,1
2188,258,12-30,2,1,2,1
2189,258,12-31,1,1,2,1
2190,159,01-01,1,1,2,1
2191,159,01-02,2,1,2,1
2192,159,01-03,1,1,2,1
2193,159,01-04,1,2,2,1
2194,159,01-05,1,1,2,1
2195,159,01-06,1,1,2,1
2196,159,01-07,1,1,2,1
2197,159,01-08,2,1,2,1
2198,159,01-09,1,1,2,1
2199,159,01-10,1,1,2,1
2200,159,01-11,1,1,2,1
2201,159,01-12,1,1,2,1
2202,159,01-13,1,1,2,1
2203,159,01-14,1,1,2,1
2204,159,01-15,1,1,2,1
2205,159,01-16,1,1,2,1
2206,159,01-17,1,1,2,1
2207,159,01-18,2,1,2,1
2208,159,01-19,2,1,2,1
2209,159,01-20,2,2,2,1
2210,159,01-21,1,2,2,2
2211,159,01-22,1,2,2,1
2212,159,01-23,1,1,2,1
2213,159,01-24,1,1,2,1
2214,159,01-25,1,1,2,1
2215,159,01-26,1,1,2,1
2216,159,01-27,1,1,2,1
2217,159,01-28,1,1,2,1
2218,159,01-29,1,2,2,1
2219,159,01-30,2,2,2,1
2220,159,01-31,1,1,2,1
2221,159,02-01,1,1,2,1
2222,159,02-02,2,1,2,1
2223,159,02-03,1,1,2,1
2224,159,02-04,2,1,2,1
2225,159,02-05,1,1,2,1
2226,159,02-06,1,1,2,1
2227,159,02-07,1,2,2,1
2228,159,02-08,1,2,2,1
2229,159,02-09,1,2,2,1
2230,159,02-10,1,2,2,1
2231,159,02-11,1,2,2,1
2232,159,02-12,1,2,1,1
2233,159,02-13,1,2,1,1
2234,159,02-14,2,1,2,1
2235,159,02-15,2,1,2,1
2236,159,02-16,2,1,2,1
2237,159,02-17,2,2,2,1
2238,159,02-18,2,1,2,1
2239,159,02-19,2,1,2,1
2240,159,02-20,2,1,2,1
2241,159,02-21,2,1,1,1
2242,159,02-22,2,1,2,1
2243,159,02-23,2,1,2,1
2244,159,02-24,2,1,2,1
2245,159,02-25,2,1,1,1
2246,159,02-26,2,1,1,1
2247,159,02-27,2,2,1,2
2248,159,02-28,3,2,1,2
2249,159,03-01,2,2,2,2
2250,159,03-02,2,2,2,2
2251,159,03-03,3,1,2,1
2252,159,03-04,3,2,1,2
2253,159,03-05,2,2,1,2
2254,159,03-06,2,1,2,2
2255,159,03-07,2,2,1,1
2256,159,03-08,3,2,2,1
2257,159,03-09,2,2,2,1
2258,159,03-10,2,1,2,1
2259,159,03-11,2,1,2,1
2260,159,03-12,3,1,2,1
2261,159,03-13,3,2,2,1
2262,159,03-14,3,1,2,1
2263,159,03-15,3,1,2,1
2264,159,03-16,3,1,2,1
2265,159,03-17,3,1,1,1
2266,159,03-18,3,2,1,1
2267,159,03-19,3,1,2,1
2268,159,03-20,3,2,1,2
2269,159,03-21,3,1,2,1
2270,159,03-22,3,1,2,1
2271,159,03-23,3,2,2,1
2272,159,03-24,3,1,2,1
2273,159,03-25,3,2,2,2
2274,159,03-26,3,1,2,1
2275,159,03-27,4,1,2,1
2276,159,03-28,4,1,2,1
2277,159,03-29,4,1,2,1
2278,159,03-30,4,1,2,1
2279,159,03-31,4,1,1,1
2280,159,04-01,4,2,2,1
2281,159,04-02,4,1,2,1
2282,159,04-03,4,2,2,1
2283,159,04-04,3,2,2,1
2284,159,04-05,4,1,1,1
2285,159,04-06,3,2,2,2
2286,159,04-07,3,2,2,2
2287,159,04-08,4,1,2,1
2288,159,04-09,4,1,2,1
2289,159,04-10,4,2,2,1
2290,159,04-11,4,1,1,2
2291,159,04-12,4,1,2,1
2292,159,04-13,4,1,2,1
2293,159,04-14,4,2,2,1
2294,159,04-15,4,1,2,1
2295,159,04-16,4,1,2,1
2296,159,04-17,4,2,2,1
2297,159,04-18,4,2,2,1
2298,159,04-19,4,2,1,1
2299,159,04-20,4,2,1,2
2300,159,04-21,4,2,1,2
2301,159,04-22,4,2,2,2
2302,159,04-23,5,2,2,1
2303,159,04-24,5,2,2,1
2304,159,04-25,5,1,2,1
2305,159,04-26,5,2,2,1
2306,159,04-27,4,1,2,1
2307,159,04-28,4,2,2,1
2308,159,04-29,5,2,2,1
2309,159,04-30,5,2,2,2
2310,159,05-01,5,1,1,2
2311,159,05-02,5,2,1,2
2312,159,05-03,5,1,2,1
2313,159,05-04,5,1,2,1
2314,159,05-05,6,1,2,1
2315,159,05-06,5,1,2,1
2316,159,05-07,5,1,2,1
2317,159,05-08,5,1,2,1
2318,159,05-09,5,1,1,2
2319,159,05-10,5,2,1,2
2320,159,05-11,5,2,1,2
2321,159,05-12,5,1,2,2
2322,159,05-13,5,1,2,2
2323,159,05-14,5,1,2,1
2324,159,05-15,5,1,2,2
2325,159,05-16,5,1,1,1
2326,159,05-17,6,2,1,1
2327,159,05-18,6,2,2,1
2328,159,05-19,6,2,2,1
2329,159,05-20,6,1,2,1
2330,159,05-21,6,1,2,1
2331,159,05-22,6,1,2,1
2332,159,05-23,6,2,1,2
2333,159,05-24,7,1,1,1
2334,159,05-25,6,1,2,1
2335,159,05-26,5,1,2,2
2336,159,05-27,5,1,2,2
2337,159,05-28,6,1,1,2
2338,159,05-29,6,1,1,2
2339,159,05-30,6,1,2,1
2340,159,05-31,6,1,1,1
2341,159,06-01,6,2,1,1
2342,159,06-02,6,1,1,2
2343,159,06-03,6,1,1,1
2344,159,06-04,7,1,1,1
2345,159,06-05,6,1,1,2
2346,159,06-06,6,1,1,2
2347,159,06-07,6,2,1,2
2348,159,06-08,6,1,1,2
2349,159,06-09,6,1,1,2
2350,159,06-10,6,1,1,2
2351,159,06-11,6,1,1,2
2352,159,06-12,5,1,1,2
2353,159,06-13,5,1,1,2
2354,159,06-14,6,1,1,2
2355,159,06-15,6,2,1,2
2356,159,06-16,7,1,1,2
2357,159,06-17,7,1,1,2
2358,159,06-18,7,2,1,2
2359,159,06-19,7,1,1,2
2360,159,06-20,7,1,1,2
2361,159,06-21,7,1,1,2
2362,159,06-22,7,1,1,2
2363,159,06-23,7,2,1,2
2364,159,06-24,7,2,1,2
2365,159,06-25,7,2,1,2
2366,159,06-26,6,2,1,2
2367,159,06-27,7,2,1,2
2368,159,06-28,7,2,1,2
2369,159,06-29,7,2,1,2
2370,159,06-30,7,1,1,2
2371,159,07-01,8,2,1,2
2372,159,07-02,8,2,1,2
2373,159,07-03,7,2,1,2
2374,159,07-04,7,2,1,2
2375,159,07-05,7,2,1,2
2376,159,07-06,7,2,1,2
2377,159,07-07,7,2,1,2
2378,159,07-08,7,2,1,2
2379,159,07-09,7,2,1,2
2380,159,07-10,7,2,1,2
2381,159,07-11,7,2,1,2
2382,159,07-12,8,2,1,2
2383,159,07-13,8,2,1,2
2384,159,07-14,8,2,1,2
2385,159,07-15,8,2,1,2
2386,159,07-16,7,2,1,2
2387,159,07-17,8,1,1,2
2388,159,07-18,8,2,1,2
2389,159,07-19,8,2,1,2
2390,159,07-20,8,2,1,2
2391,159,07-21,8,1,1,2
2392,159,07-22,8,2,1,2
2393,159,07-23,8,2,1,2
2394,159,07-24,8,2,1,2
2395,159,07-25,8,2,1,2
2396,159,07-26,8,2,1,2
2397,159,07-27,8,2,1,2
2398,159,07-28,8,1,1,2
2399,159,07-29,8,1,1,2
2400,159,07-30,8,1,1,2
2401,159,07-31,8,2,1,2
2402,159,08-01,8,1,1,2
2403,159,08-02,8,2,1,2
2404,159,08-03,8,2,1,2
2405,159,08-04,8,1,1,2
2406,159,08-05,8,1,1,2
2407,159,08-06,8,2,1,2
2408,159,08-07,8,2,1,2
2409,159,08-08,8,2,1,2
2410,159,08-09,8,2,1,2
2411,159,08-10,8,2,1,2
2412,159,08-11,8,2,1,2
2413,159,08-12,8,2,1,2
2414,159,08-13,8,2,1,2
2415,159,08-14,8,2,1,2
2416,159,08-15,8,2,1,2
2417,159,08-16,8,2,1,2
2418,159,08-17,8,2,1,2
2419,159,08-18,8,2,1,2
2420,159,08-19,8,2,1,2
2421,159,08-20,8,2,1,2
2422,159,08-21,8,2,1,2
2423,159,08-22,8,2,1,2
2424,159,08-23,8,2,1,2
2425,159,08-24,8,2,1,2
2426,159,08-25,7,2,1,2
2427,159,08-26,7,2,1,2
2428,159,08-27,7,2,1,2
2429,159,08-28,7,2,1,2
2430,159,08-29,7,2,1,2
2431,159,08-30,7,2,1,2
2432,159,08-31,7,2,1,2
2433,159,09-01,7,1,1,2
2434,159,09-02,7,2,1,2
2435,159,09-03,7,2,1,2
2436,159,09-04,7,2,1,2
2437,159,09-05,7,2,1,2
2438,159,09-06,7,2,1,2
2439,159,09-07,7,1,1,2
2440,159,09-08,7,2,1,2
2441,159,09-09,7,1,1,2
2442,159,09-10,6,2,1,2
2443,159,09-11,6,2,1,2
2444,159,09-12,6,2,1,2
2445,159,09-13,6,1,1,2
2446,159,09-14,7,1,1,2
2447,159,09-15,6,2,1,2
2448,159,09-16,6,2,1,2
2449,159,09-17,6,2,1,2
2450,159,09-18,6,2,1,2
2451,159,09-19,6,2,1,2
2452,159,09-20,6,2,1,2
2453,159,09-21,6,2,1,2
2454,159,09-22,5,2,1,2
2455,159,09-23,5,1,1,2
2456,159,09-24,5,2,1,2
2457,159,09-25,5,2,1,2
2458,159,09-26,5,1,1,2
2459,159,09-27,6,1,1,2
2460,159,09-28,6,2,1,2
2461,159,09-29,5,2,1,2
2462,159,09-30,5,2,1,2
2463,159,10-01,2,1,2,1
2464,159,10-02,3,2,1,2
2465,159,10-03,3,2,2,2
2466,159,10-04,4,1,2,2
2467,159,10-05,5,2,2,2
2468,159,10-06,6,2,1,2
2469,159,10-07,7,2,1,2
2470,159,10-08,7,2,1,2
2471,159,10-09,6,2,1,2
2472,159,10-10,5,1,1,2
2473,159,10-11,4,1,2,1
2474,159,10-12,3,1,2,1
2475,159,10-13,5,2,2,2
2476,159,10-14,5,2,1,2
2477,159,10-15,4,2,1,2
2478,159,10-16,5,1,2,2
2479,159,10-17,5,1,1,1
2480,159,10-18,4,2,1,2
2481,159,10-19,5,1,1,2
2482,159,10-20,5,1,1,2
2483,159,10-21,5,2,1,2
2484,159,10-22,4,2,1,2
2485,159,10-23,4,1,1,2
2486,159,10-24,5,1,2,2
2487,159,10-25,4,1,2,2
2488,159,10-26,4,1,2,1
2489,159,10-27,4,1,1,1
2490,159,10-28,4,1,1,1
2491,159,10-29,4,2,2,1
2492,159,10-30,4,1,1,1
2493,159,10-31,4,1,2,1
2494,159,11-01,1,1,2,1
2495,159,11-02,3,2,1,2
2496,159,11-03,3,1,2,1
2497,159,11-04,4,2,2,1
2498,159,11-05,5,2,1,2
2499,159,11-06,6,2,1,2
2500,159,11-07,6,2,1,2
2501,159,11-08,7,2,1,2
2502,159,11-09,5,2,1,2
2503,159,11-10,4,1,1,2
2504,159,11-11,4,2,1,2
2505,159,11-12,2,2,2,1
2506,159,11-13,4,2,2,1
2507,159,11-14,3,2,2,1
2508,159,11-15,3,1,2,1
2509,159,11-16,3,1,2,1
2510,159,11-17,3,1,2,1
2511,159,11-18,3,2,2,1
2512,159,11-19,3,1,2,1
2513,159,11-20,3,1,2,1
2514,159,11-21,3,1,2,1
2515,159,11-22,3,2,2,1
2516,159,11-23,3,2,2,1
2517,159,11-24,3,2,2,1
2518,159,11-25,3,2,2,1
2519,159,11-26,3,1,2,1
2520,159,11-27,3,1,2,1
2521,159,11-28,3,2,2,1
2522,159,11-29,3,2,2,1
2523,159,11-30,3,2,2,1
2524,159,12-01,1,1,2,1
2525,159,12-02,2,1,2,1
2526,159,12-03,3,2,2,1
2527,159,12-04,4,2,2,1
2528,159,12-05,4,1,2,1
2529,159,12-06,5,1,1,2
2530,159,12-07,6,2,1,2
2531,159,12-08,6,2,1,2
2532,159,12-09,5,2,1,2
2533,159,12-10,4,1,2,1
2534,159,12-11,3,1,2,1
2535,159,12-12,1,1,2,1
2536,159,12-13,2,1,2,1
2537,159,12-14,2,2,2,1
2538,159,12-15,2,1,2,1
2539,159,12-16,1,1,2,1
2540,159,12-17,2,1,2,1
2541,159,12-18,2,1,2,1
2542,159,12-19,2,1,2,1
2543,159,12-20,2,1,2,1
2544,159,12-21,2,2,2,1
2545,159,12-22,2,1,2,1
2546,159,12-23,2,1,2,1
2547,159,12-24,1,1,2,1
2548,159,12-25,1,1,2,1
2549,159,12-26,1,1,2,1
2550,159,12-27,1,2,2,1
2551,159,12-28,1,1,2,1
2552,159,12-29,2,1,2,1
2553,159,12-30,2,1,2,1
2554,159,12-31,1,1,2,1
2555,108,01-01,1,1,2,1
2556,108,01-02,2,1,2,1
2557,108,01-03,1,1,2,1
2558,108,01-04,1,2,2,1
2559,108,01-05,1,1,2,1
2560,108,01-06,1,1,2,1
2561,108,01-07,1,1,2,1
2562,108,01-08,2,1,2,1
2563,108,01-09,1,1,2,1
2564,108,01-10,1,1,2,1
2565,108,01-11,1,1,2,1
2566,108,01-12,1,1,2,1
2567,108,01-13,1,1,2,1
2568,108,01-14,1,1,2,1
2569,108,01-15,1,1,2,1
2570,108,01-16,1,1,2,1
2571,108,01-17,1,1,2,1
2572,108,01-18,2,1,2,1
2573,108,01-19,2,1,2,1
2574,108,01-20,2,2,2,1
2575,108,01-21,1,2,2,2
2576,108,01-22,1,2,2,1
2577,108,01-23,1,1,2,1
2578,108,01-24,1,1,2,1
2579,108,01-25,1,1,2,1
2580,108,01-26,1,1,2,1
2581,108,01-27,1,1,2,1
2582,108,01-28,1,1,2,1
2583,108,01-29,1,2,2,1
2584,108,01-30,2,2,2,1
2585,108,01-31,1,1,2,1
2586,108,02-01,1,1,2,1
2587,108,02-02,2,1,2,1
2588,108,02-03,1,1,2,1
2589,108,02-04,2,1,2,1
2590,108,02-05,1,1,2,1
2591,108,02-06,1,1,2,1
2592,108,02-07,1,2,2,1
2593,108,02-08,1,2,2,1
2594,108,02-09,1,2,2,1
2595,108,02-10,1,2,2,1
2596,108,02-11,1,2,2,1
2597,108,02-12,1,2,1,1
2598,108,02-13,1,2,1,1
2599,108,02-14,2,1,2,1
2600,108,02-15,2,1,2,1
2601,108,02-16,2,1,2,1
2602,108,02-17,2,2,2,1
2603,108,02-18,2,1,2,1
2604,108,02-19,2,1,2,1
2605,108,02-20,2,1,2,1
2606,108,02-21,2,1,1,1
2607,108,02-22,2,1,2,1
2608,108,02-23,2,1,2,1
2609,108,02-24,2,1,2,1
2610,108,02-25,2,1,1,1
2611,108,02-26,2,1,1,1
2612,108,02-27,2,2,1,2
2613,108,02-28,3,2,1,2
2614,108,03-01,2,2,2,2
2615,108,03-02,2,2,2,2
2616,108,03-03,3,1,2,1
2617,108,03-04,3,2,1,2
2618,108,03-05,2,2,1,2
2619,108,03-06,2,1,2,2
2620,108,03-07,2,2,1,1
2621,108,03-08,3,2,2,1
2622,108,03-09,2,2,2,1
2623,108,03-10,2,1,2,1
2624,108,03-11,2,1,2,1
2625,108,03-12,3,1,2,1
2626,108,03-13,3,2,2,1
2627,108,03-14,3,1,2,1
2628,108,03-15,3,1,2,1
2629,108,03-16,3,1,2,1
2630,108,03-17,3,1,1,1
2631,108,03-18,3,2,1,1
2632,108,03-19,3,1,2,1
2633,108,03-20,3,2,1,2
2634,108,03-21,3,1,2,1
2635,108,03-22,3,1,2,1
2636,108,03-23,3,2,2,1
2637,108,03-24,3,1,2,1
2638,108,03-25,3,2,2,2
2639,108,03-26,3,1,2,1
2640,108,03-27,4,1,2,1
2641,108,03-28,4,1,2,1
2642,108,03-29,4,1,2,1
2643,108,03-30,4,1,2,1
2644,108,03-31,4,1,1,1
2645,108,04-01,4,2,2,1
2646,108,04-02,4,1,2,1
2647,108,04-03,4,2,2,1
2648,108,04-04,3,2,2,1
2649,108,04-05,4,1,1,1
2650,108,04-06,3,2,2,2
2651,108,04-07,3,2,2,2
2652,108,04-08,4,1,2,1
2653,108,04-09,4,1,2,1
2654,108,04-10,4,2,2,1
2655,108,04-11,4,1,1,2
2656,108,04-12,4,1,2,1
2657,108,04-13,4,1,2,1
2658,108,04-14,4,2,2,1
2659,108,04-15,4,1,2,1
2660,108,04-16,4,1,2,1
2661,108,04-17,4,2,2,1
2662,108,04-18,4,2,2,1
2663,108,04-19,4,2,1,1
2664,108,04-20,4,2,1,2
2665,108,04-21,4,2,1,2
2666,108,04-22,4,2,2,2
2667,108,04-23,5,2,2,1
2668,108,04-24,5,2,2,1
2669,108,04-25,5,1,2,1
2670,108,04-26,5,2,2,1
2671,108,04-27,4,1,2,1
2672,108,04-28,4,2,2,1
2673,108,04-29,5,2,2,1
2674,108,04-30,5,2,2,2
2675,108,05-01,5,1,1,2
2676,108,05-02,5,2,1,2
2677,108,05-03,5,1,2,1
2678,108,05-04,5,1,2,1
2679,108,05-05,6,1,2,1
2680,108,05-06,5,1,2,1
2681,108,05-07,5,1,2,1
2682,108,05-08,5,1,2,1
2683,108,05-09,5,1,1,2
2684,108,05-10,5,2,1,2
2685,108,05-11,5,2,1,2
2686,108,05-12,5,1,2,2
2687,108,05-13,5,1,2,2
2688,108,05-14,5,1,2,1
2689,108,05-15,5,1,2,2
2690,108,05-16,5,1,1,1
2691,108,05-17,6,2,1,1
2692,108,05-18,6,2,2,1
2693,108,05-19,6,2,2,1
2694,108,05-20,6,1,2,1
2695,108,05-21,6,1,2,1
2696,108,05-22,6,1,2,1
2697,108,05-23,6,2,1,2
2698,108,05-24,7,1,1,1
2699,108,05-25,6,1,2,1
2700,108,05-26,5,1,2,2
2701,108,05-27,5,1,2,2
2702,108,05-28,6,1,1,2
2703,108,05-29,6,1,1,2
2704,108,05-30,6,1,2,1
2705,108,05-31,6,1,1,1
2706,108,06-01,6,2,1,1
2707,108,06-02,6,1,1,2
2708,108,06-03,6,1,1,1
2709,108,06-04,7,1,1,1
2710,108,06-05,6,1,1,2
2711,108,06-06,6,1,1,2
2712,108,06-07,6,2,1,2
2713,108,06-08,6,1,1,2
2714,108,06-09,6,1,1,2
2715,108,06-10,6,1,1,2
2716,108,06-11,6,1,1,2
2717,108,06-12,5,1,1,2
2718,108,06-13,5,1,1,2
2719,108,06-14,6,1,1,2
2720,108,06-15,6,2,1,2
2721,108,06-16,7,1,1,2
2722,108,06-17,7,1,1,2
2723,108,06-18,7,2,1,2
2724,108,06-19,7,1,1,2
2725,108,06-20,7,1,1,2
2726,108,06-21,7,1,1,2
2727,108,06-22,7,1,1,2
2728,108,06-23,7,2,1,2
2729,108,06-24,7,2,1,2
2730,108,06-25,7,2,1,2
2731,108,06-26,6,2,1,2
2732,108,06-27,7,2,1,2
2733,108,06-28,7,2,1,2
2734,108,06-29,7,2,1,2
2735,108,06-30,7,1,1,2
2736,108,07-01,8,2,1,2
2737,108,07-02,8,2,1,2
2738,108,07-03,7,2,1,2
2739,108,07-04,7,2,1,2
2740,108,07-05,7,2,1,2
2741,108,07-06,7,2,1,2
2742,108,07-07,7,2,1,2
2743,108,07-08,7,2,1,2
2744,108,07-09,7,2,1,2
2745,108,07-10,7,2,1,2
2746,108,07-11,7,2,1,2
2747,108,07-12,8,2,1,2
2748,108,07-13,8,2,1,2
2749,108,07-14,8,2,1,2
2750,108,07-15,8,2,1,2
2751,108,07-16,7,2,1,2
2752,108,07-17,8,1,1,2
2753,108,07-18,8,2,1,2
2754,108,07-19,8,2,1,2
2755,108,07-20,8,2,1,2
2756,108,07-21,8,1,1,2
2757,108,07-22,8,2,1,2
2758,108,07-23,8,2,1,2
2759,108,07-24,8,2,1,2
2760,108,07-25,8,2,1,2
2761,108,07-26,8,2,1,2
2762,108,07-27,8,2,1,2
2763,108,07-28,8,1,1,2
2764,108,07-29,8,1,1,2
2765,108,07-30,8,1,1,2
2766,108,07-31,8,2,1,2
2767,108,08-01,8,1,1,2
2768,108,08-02,8,2,1,2
2769,108,08-03,8,2,1,2
2770,108,08-04,8,1,1,2
2771,108,08-05,8,1,1,2
2772,108,08-06,8,2,1,2
2773,108,08-07,8,2,1,2
2774,108,08-08,8,2,1,2
2775,108,08-09,8,2,1,2
2776,108,08-10,8,2,1,2
2777,108,08-11,8,2,1,2
2778,108,08-12,8,2,1,2
2779,108,08-13,8,2,1,2
2780,108,08-14,8,2,1,2
2781,108,08-15,8,2,1,2
2782,108,08-16,8,2,1,2
2783,108,08-17,8,2,1,2
2784,108,08-18,8,2,1,2
2785,108,08-19,8,2,1,2
2786,108,08-20,8,2,1,2
2787,108,08-21,8,2,1,2
2788,108,08-22,8,2,1,2
2789,108,08-23,8,2,1,2
2790,108,08-24,8,2,1,2
2791,108,08-25,7,2,1,2
2792,108,08-26,7,2,1,2
2793,108,08-27,7,2,1,2
2794,108,08-28,7,2,1,2
2795,108,08-29,7,2,1,2
2796,108,08-30,7,2,1,2
2797,108,08-31,7,2,1,2
2798,108,09-01,7,1,1,2
2799,108,09-02,7,2,1,2
2800,108,09-03,7,2,1,2
2801,108,09-04,7,2,1,2
2802,108,09-05,7,2,1,2
2803,108,09-06,7,2,1,2
2804,108,09-07,7,1,1,2
2805,108,09-08,7,2,1,2
2806,108,09-09,7,1,1,2
2807,108,09-10,6,2,1,2
2808,108,09-11,6,2,1,2
2809,108,09-12,6,2,1,2
2810,108,09-13,6,1,1,2
2811,108,09-14,7,1,1,2
2812,108,09-15,6,2,1,2
2813,108,09-16,6,2,1,2
2814,108,09-17,6,2,1,2
2815,108,09-18,6,2,1,2
2816,108,09-19,6,2,1,2
2817,108,09-20,6,2,1,2
2818,108,09-21,6,2,1,2
2819,108,09-22,5,2,1,2
2820,108,09-23,5,1,1,2
2821,108,09-24,5,2,1,2
2822,108,09-25,5,2,1,2
2823,108,09-26,5,1,1,2
2824,108,09-27,6,1,1,2
2825,108,09-28,6,2,1,2
2826,108,09-29,5,2,1,2
2827,108,09-30,5,2,1,2
2828,108,10-01,2,1,2,1
2829,108,10-02,3,2,1,2
2830,108,10-03,3,2,2,2
2831,108,10-04,4,1,2,2
2832,108,10-05,5,2,2,2
2833,108,10-06,6,2,1,2
2834,108,10-07,7,2,1,2
2835,108,10-08,7,2,1,2
2836,108,10-09,6,2,1,2
2837,108,10-10,5,1,1,2
2838,108,10-11,4,1,2,1
2839,108,10-12,3,1,2,1
2840,108,10-13,5,2,2,2
2841,108,10-14,5,2,1,2
2842,108,10-15,4,2,1,2
2843,108,10-16,5,1,2,2
2844,108,10-17,5,1,1,1
2845,108,10-18,4,2,1,2
2846,108,10-19,5,1,1,2
2847,108,10-20,5,1,1,2
2848,108,10-21,5,2,1,2
2849,108,10-22,4,2,1,2
